Date     NoDur  Durbl  Manuf  Enrgy  HiTec  Telcm  Shops  Hlth   Utils  Other
200001  -4.83  -1.14  -8.04   0.88  -4.71  -4.17 -11.25   7.49   5.49  -4.74
200002  -6.31  -8.28  -4.39  -5.91  18.15  -3.65  -3.91  -3.00  -7.78  -7.12
200003   7.36  10.46   8.19  12.23   3.93   7.51  13.21   0.22   5.33  13.97
200004  -1.87   8.99   0.90  -2.01 -10.70  -8.04  -4.29   5.17   7.26  -3.53
200005   7.08 -13.48  -1.56   9.02 -10.86 -10.45  -2.75   3.78   3.44   3.30
200006   2.06  -9.55  -1.21  -5.20  13.02   4.10  -2.38  11.51  -5.16  -2.91
200007   0.73   4.23  -0.72  -2.64  -5.18  -7.56  -1.39  -6.22   4.18   5.42
200008  -1.98   4.26   6.73   8.47  12.54  -0.96  -2.51   3.41  11.20   8.93
200009   3.07  -4.15  -6.14   4.33 -14.99  -4.15   2.64   3.72   9.35   0.26
200010   7.57   1.49   4.49  -3.08  -7.28  -0.59  -1.54   2.54  -2.46  -1.15
200011   2.60 -11.51  -3.85  -3.37 -23.37 -15.51  -1.47   0.69   2.70  -6.10
200012   5.20   0.96   7.06   7.72  -7.97  -4.47   5.58   3.45   6.28   7.07
200101  -1.99  12.78  -0.22  -3.40  16.52  14.18   6.60  -9.00 -10.94  -0.05
200102   0.08  -1.57  -4.49  -0.32 -25.98  -9.90  -5.40  -0.60   5.76  -4.50
200103  -4.99  -3.12  -7.39  -0.34 -13.61  -5.72  -2.94  -8.49   1.38  -4.23
200104   0.88   8.04   8.38  10.29  17.98   2.29   5.57   3.92   5.30   5.70
200105   3.22  -2.62   2.68  -0.28  -3.35  -1.28   1.55   2.84  -0.46   3.60
200106  -1.95   3.45  -4.60  -7.75   1.46  -3.04  -2.55  -2.85  -6.45  -0.04
200107  -0.22   3.24   0.38  -2.58  -7.58  -0.89   4.57   2.23  -3.84  -2.40
200108   2.38 -11.95  -2.16  -4.00 -12.67  -9.24  -7.03  -3.29  -0.09  -5.44
200109  -2.93 -16.95 -12.84  -5.70 -18.96  -2.50  -9.66  -0.59  -6.63  -8.45
200110   1.03   0.65   3.74   4.75  15.67  -9.65   1.61   1.09   1.24  -0.69
200111   1.90  15.21   8.09  -4.56  15.90   6.09  10.06   4.93  -2.15   7.79
200112   1.71  -0.99   2.58   6.12  -0.61   2.63   4.45  -2.95   3.56   3.13
200201   1.87   2.81   1.54  -3.00  -0.56  -7.41   2.74  -2.44  -4.33  -3.05
200202   4.26   2.78   4.08   4.71 -13.22  -2.40  -0.13  -0.63  -0.71  -0.68
200203   3.39   6.86   4.88   7.77   6.41   0.26   1.97   0.42   9.78   5.34
200204   2.62   1.73  -1.58  -4.43 -11.77 -13.00  -1.40  -7.66  -0.73  -3.83
200205   1.33  -0.56  -0.55  -1.01  -3.82   3.01  -1.30  -2.39  -6.96  -0.51
200206  -6.11  -8.15  -3.19  -0.49 -12.23 -14.46  -5.15  -9.66  -5.65  -5.55
200207  -6.77 -12.41  -8.63 -11.96  -9.64 -12.03 -11.34  -2.66 -12.51  -6.52
200208   2.39   0.10  -1.48   0.03  -0.92   0.33   1.85   0.49   2.77   1.01
200209  -8.05 -11.17  -8.37  -8.19 -16.77  -9.37  -9.47  -5.93 -11.16 -10.89
200210   5.16  -3.48   3.72   3.23  19.40  20.91   5.66   5.56  -1.03   6.22
200211  -1.44  11.74   5.97   2.64  16.10  11.75   1.85   3.54   1.06   4.48
200212  -0.34  -7.42  -3.86   0.71 -13.06  -9.22  -7.02  -4.19   3.54  -5.18
200301  -4.84  -3.41  -4.19  -2.43  -1.47  -3.91  -4.80  -0.71  -3.46  -2.47
200302  -3.22  -5.40  -2.41   1.44   1.17  -6.46  -1.26  -2.07  -4.48  -2.80
200303  -3.10  -2.82   1.20   1.12  -1.00  -0.69   4.52   3.72   4.07   0.61
200304   4.63  14.93   6.24  -0.62   9.26  10.68   8.86   4.22   7.22  11.66
200305   9.11   2.52   4.38   8.39   9.73   6.16   3.36   3.72   9.57   5.16
200306   1.17   2.59   0.43  -1.26   0.23   1.88   3.38   4.04   0.38   0.75
200307  -2.40   6.42   4.81  -2.77   5.65  -2.03   3.29   0.52  -5.55   3.34
200308   0.55   7.55   3.97   5.78   6.00   1.32   6.71  -2.70   1.42   0.50
200309   0.70  -4.16  -3.84  -2.37  -0.91  -5.72  -4.57   0.17   3.66   0.16
200310   5.53   6.78   8.73   1.46   8.12   6.26   8.96   0.65   1.32   6.25
200311   3.60   2.81   1.86   0.14   1.85  -0.63   0.48   1.45   0.48   0.99
200312   2.97  12.11   6.65  13.54   2.07   7.25  -2.21   5.55   5.54   4.27
200401   0.08  -1.26  -0.73   0.43   4.49   1.09   0.42   3.01   1.65   2.57
200402   4.19  -0.37   1.78   4.24  -2.97  -0.82   6.03   0.73   1.61   1.86
200403  -0.67  -1.24  -0.33  -0.21  -2.56  -2.50   0.20  -4.01   0.92  -0.75
200404   1.45   2.23  -0.30   2.47  -4.91  -0.86  -2.74   3.53  -3.75  -3.99
200405  -2.29  -1.96   1.38  -0.03   4.78  -2.97   0.18  -0.56   0.87   1.91
200406   1.47   5.01   5.25   5.44   2.60   0.48   0.01  -0.48   1.73   1.31
200407  -5.88  -4.84  -4.13   3.22  -8.50  -1.60  -4.01  -5.92   0.80  -2.56
200408   0.72  -2.56   1.07  -1.61  -4.51   1.18  -1.27   1.45   3.23   1.78
200409  -2.18   2.34   1.81   8.84   3.26   1.27   2.55  -1.52   1.18   1.06
200410   2.80  -2.79  -1.49   0.60   5.02   3.01   3.05  -2.44   3.99   1.05
200411   4.33   6.89   6.95   6.21   4.32   3.40   3.47   0.45   4.49   4.81
200412   4.41   4.58   2.51  -2.12   3.15   4.14   3.30   5.57   2.15   4.24
200501  -0.12  -6.82  -1.88   3.01  -6.12  -4.26  -1.11  -4.13   1.60  -2.53
200502   0.46  -0.57   3.94  18.65  -0.28  -0.19   0.82   2.26   1.89  -0.01
200503  -1.27  -7.64  -1.58  -3.31  -2.45  -0.19  -0.12  -0.52   0.31  -2.60
200504  -1.07 -11.20  -4.86  -5.80  -4.55  -2.31  -5.37   3.92   1.89  -1.80
200505   2.16   8.32   2.66   1.79   7.64   1.41   6.29   1.23   1.35   3.26
200506  -2.01   1.66  -1.31   5.81  -1.61  -0.08   2.40  -0.67   5.26   1.21
200507   2.36   5.06   5.70   6.09   6.00   2.52   5.81   3.70   2.79   2.28
200508  -0.01  -3.00  -1.62   5.41  -0.67  -1.16  -5.68  -0.59   0.77  -1.88
200509  -0.19  -4.90   0.66   7.01   0.71  -1.65  -1.78  -1.96   4.17   1.07
200510  -1.88  -4.35  -2.53 -10.05  -1.65  -3.75   1.57  -3.33  -6.98   1.14
200511   0.80   1.94   5.03   1.09   6.45   2.38   3.86   1.29  -0.62   4.67
200512  -0.56  -0.99   1.34   0.68  -1.85  -1.75  -0.70   2.36   0.95   0.03
200601   0.13   5.98   4.94  12.69   3.76   3.07   1.93   2.09   2.90   1.38
200602   1.04  -0.51   0.95  -8.55  -1.35   3.23   1.40   0.83  -0.17   0.85
200603   0.76   2.63   2.85   4.17   2.94   1.80   2.28  -1.02  -3.95   1.71
200604   0.98   0.39   3.91   4.63  -1.09   0.75  -1.72  -2.02   1.66   2.08
200605   1.19   0.29  -3.54  -3.73  -6.90  -0.13  -2.07  -2.50   1.12  -3.40
200606  -0.55   1.77  -0.61   2.54  -1.22   2.73   0.20  -0.15   2.13  -0.46
200607   3.43  -3.24  -3.88   4.65  -3.93   1.88  -4.35   4.18   4.74  -1.22
200608   3.00   1.84   1.86  -3.86   7.07   2.19   1.94   1.98   1.90   1.39
200609  -0.76   4.18   1.79  -3.56   3.65   3.35   5.70   1.66  -2.36   3.22
200610   2.53   5.07   4.25   4.96   4.26   5.10   3.82   1.58   5.23   2.78
200611   1.23   1.66   3.35   8.26   2.92   0.62  -1.65  -0.19   2.60   1.46
200612   1.62  -1.14   0.39  -2.10  -1.03   4.24   1.31  -0.01   0.48   3.07
200701   1.30   2.65   3.11  -1.32   2.17   2.57   3.52   3.42   0.27   0.97
200702  -1.89  -0.64   0.59  -2.55  -2.59  -2.52  -0.68  -3.05   3.81  -2.58
200703   2.03  -1.19   1.46   5.95   0.86   2.21   0.57  -0.43   4.14  -0.37
200704   3.47   6.23   4.30   5.38   4.90   1.81   2.18   6.75   3.81   3.29
200705   2.74   3.21   4.65   6.85   3.77   6.60   2.33   0.83   0.82   3.11
200706  -1.29   2.04  -0.70   1.01   0.58  -1.86  -2.02  -3.47  -4.99  -2.82
200707  -4.32  -5.94  -0.20  -1.07  -1.27  -3.46  -5.42  -4.11  -3.91  -5.60
200708   1.72  -1.99   0.55   0.03   2.57  -0.83   1.24   2.04   1.49   0.67
200709   3.30   1.51   5.29   7.76   4.16   1.90  -0.75   3.51   3.34   2.45
200710   2.14   0.98   0.85   2.68   6.80  -2.63   1.02   1.36   6.60  -0.24
200711   0.85  -8.94  -2.81  -4.25  -7.51  -6.80  -4.00  -0.22  -1.11  -6.55
200712  -1.49  -2.21   0.70   7.57   1.38  -0.33  -2.83  -4.15   0.69  -3.87
200801  -5.00  -6.02  -7.54  -9.35 -12.33  -8.07  -0.48  -4.64  -7.04  -2.12
200802  -0.32  -6.14   0.57   6.83  -3.83  -3.86  -4.95  -1.22  -3.42  -8.54
200803   0.69  -4.30  -0.09  -2.84   0.69  -0.28   1.70  -1.87   0.65  -1.95
200804  -1.45   6.58   4.82  10.68   6.82   3.95   5.11   0.31   6.23   3.52
200805   3.58   1.48   3.13   4.07   5.28   4.73   0.91   1.27   3.15  -2.63
200806  -7.91 -19.45  -9.43   2.87  -9.01 -11.10  -8.21  -3.08  -0.82 -15.12
200807   1.85  -0.32  -0.35 -15.75  -0.83  -3.50   1.07   6.65  -7.37   4.15
200808   1.81   2.32   1.30  -0.44   2.22   4.00   5.19   1.49  -0.92   0.14
200809  -3.58  -9.32 -13.46 -12.50 -12.58 -12.78  -5.85  -6.02 -12.34  -7.08
200810 -12.25 -32.76 -20.92 -17.31 -18.26 -16.92 -15.20 -11.06 -11.23 -20.19
200811  -6.92 -11.68  -8.12  -0.82 -11.41  -1.91  -7.83  -7.72   0.54 -12.36
200812  -0.47   1.02   1.22  -3.19   2.23   3.22   4.69   6.57  -2.40   1.01
200901  -3.70 -12.56  -9.43  -3.12  -3.16 -11.03  -7.70  -2.25  -0.99 -18.49
200902  -7.70 -13.20 -13.86 -12.45  -5.17  -7.22  -3.26 -10.30 -13.22 -14.42
200903   5.46  12.62   7.37   3.70  11.24   5.43   9.71   6.93   2.42  12.71
200904   4.70  42.42  17.25   5.15  12.34   9.65   9.46  -1.10   1.92  16.26
200905   6.66  -2.98   5.09  10.26   2.97   1.44  -1.08   5.92   4.08   7.60
200906  -0.46   3.57  -1.87  -4.89   4.32   1.55  -0.50   3.44   4.28  -2.08
200907   7.36  18.30  11.22   5.21   8.23   4.71   6.68   5.39   4.16   8.86
200908   0.74   2.55   2.68   0.34   2.20   0.95   3.45   1.90  -0.37   7.93
200909   3.69   2.97   6.32   5.14   5.21   6.25   2.30   2.26   2.03   3.07
200910  -0.76  -0.28  -2.91   2.13  -1.43  -4.18  -0.04  -3.76  -2.91  -5.28
200911   3.56   9.29   7.26   2.81   4.81   6.24   4.91   7.90   3.94   5.55
200912   2.19   4.98   2.62  -0.61   5.85   6.10   1.77   2.29   5.55   1.08
201001  -2.40  -0.91  -3.43  -4.73  -7.86  -7.47  -1.90  -0.08  -4.66  -1.71
201002   2.61   7.13   4.95   1.95   4.58   2.81   4.17   0.11  -0.99   3.22
201003   5.38   9.19   6.39   3.12   6.64   7.78   6.01   3.44   2.79   8.32
201004  -1.00   7.17   3.08   3.58   2.13   3.21   2.50  -2.30   2.68   2.11
201005  -5.78  -8.82  -8.52 -11.13  -7.84  -6.01  -5.54  -8.29  -6.81  -8.94
201006  -2.55 -10.39  -5.89  -6.46  -6.19  -4.39  -9.13  -1.79  -1.08  -7.79
201007   7.28  14.99   9.42   7.63   7.47   9.06   4.55   2.06   6.60   7.42
201008  -1.34  -9.62  -5.73  -3.79  -6.62  -2.32  -4.22  -1.97  -0.16  -7.67
201009   5.58  13.54   9.98   9.59  12.40   7.74  12.02   8.82   3.35   8.68
201010   3.70   8.37   4.97   4.29   6.34   4.21   2.35   1.92   1.69   2.55
201011  -0.18   7.14   1.25   5.23  -0.98  -1.95   4.01  -3.62  -1.84   0.31
201012   3.81   8.42   6.84   9.31   5.98   6.51   3.03   5.26   2.92   9.52
201101  -2.41   0.46   2.70   6.92   3.91  -0.51  -0.95  -0.84   2.13   1.91
201102   4.76  -1.54   3.23   7.28   2.17   7.47   2.14   3.03   1.93   2.51
201103   2.50   1.70   1.72   1.86  -1.62   1.71   0.90   2.13   0.52  -0.98
201104   4.52   2.20   2.85   1.28   3.10   2.88   4.46   6.30   3.82   1.03
201105   1.84  -3.68  -2.34  -4.93  -1.86   0.70   0.61   1.69   0.83  -2.52
201106  -1.53  -1.27  -0.72  -2.54  -2.37  -1.31  -1.02  -1.99  -0.66  -2.21
201107  -0.50  -8.93  -4.83   0.43  -0.38  -5.53  -0.74  -3.72  -0.55  -3.83
201108  -0.85 -12.11  -6.31 -10.44  -7.07  -5.52  -3.14  -3.40  -0.37  -7.73
201109  -5.35 -14.17 -11.16 -12.51  -4.90  -6.08  -3.96  -4.08  -1.89 -10.43
201110   6.38  23.17  13.90  16.35  11.86   7.10   9.69   5.40   6.56  13.20
201111   1.10  -8.13   1.14   1.28  -2.19  -0.15   0.92   0.95   0.45  -1.82
201112   1.50  -1.36  -0.93  -0.64  -1.50   2.89   0.67   3.39   2.65   0.90
201201   0.39  13.39   6.58   1.38   8.13   1.79   3.97   3.26  -2.79   6.67
201202   3.80   5.87   3.61   6.13   6.53   4.93   3.05   0.85   0.66   3.70
201203   3.44   0.88   0.49  -3.31   4.64   2.40   4.41   3.83   1.14   4.57
201204   0.76  -7.08  -0.82  -1.73  -2.15   1.09   0.91   0.50   1.65  -1.77
201205  -2.82  -8.31  -8.02 -11.20  -8.04  -1.13  -3.35  -3.59  -1.50  -7.35
201206   2.72  -5.56   1.07   5.79   2.81   6.90   2.03   6.66   3.10   4.59
201207   1.30   0.28   0.69   2.62  -0.57   3.61   1.19   1.54   3.64  -1.09
201208   0.11   3.86   3.07   2.00   4.28   1.02   2.42   0.68  -3.95   2.62
201209   0.35   3.52   1.49   3.52   1.50   4.68   1.88   4.58   1.91   3.65
201210  -1.77   5.73  -0.87  -1.90  -6.36  -2.79  -1.10  -2.06   0.95   0.54
201211   3.05   3.03   2.34  -1.94   1.60  -0.02   1.23   1.20  -4.26  -0.33
201212  -2.88   7.05   2.56   1.21   0.08   0.79  -1.59  -0.76  -0.17   3.09
201301   5.05   3.37   5.91   7.65   2.50   4.53   5.50   7.88   4.90   6.81
201302   3.04  -0.08   1.06  -0.10   0.29   2.16   0.71   1.19   1.66   1.63
201303   4.58   3.94   2.48   2.01   2.58   5.65   4.52   6.38   5.35   3.92
201304   3.76   3.55   0.68  -1.37   0.48   3.78   2.58   2.51   4.95   0.75
201305  -2.37   9.60   3.16   2.46   4.11  -1.92   2.00   1.37  -7.44   5.90
201306  -0.41  -0.51  -2.15  -2.43  -2.91   2.09  -0.17  -1.47   0.45  -1.32
201307   2.86   8.82   5.75   4.95   5.89   3.34   5.84   7.67   4.46   5.35
201308  -4.00  -1.20  -2.11  -2.31  -0.30  -3.36  -4.44  -3.95  -4.88  -3.79
201309   1.44   6.39   5.19   1.85   3.84   3.92   4.41   3.91   0.71   3.64
201310   4.65   0.73   4.32   4.70   3.89   5.21   5.01   3.72   3.15   3.68
201311   1.11   1.88   2.69   0.52   3.25   0.43   3.51   4.28  -2.21   4.41
201312   2.01   0.97   2.93   2.91   4.16   3.47   0.11   0.51   1.46   2.92
201401  -5.77  -3.79  -4.37  -7.06  -1.20  -4.35  -6.52   1.58   2.32  -4.52
201402   3.38   7.81   5.13   5.23   5.02   2.72   5.19   6.24   2.59   3.26
201403   2.76  -1.16   0.21   2.36  -0.91  -0.09  -0.75  -2.64   2.41   2.20
201404   1.33   0.10   0.74   5.64  -1.25  -0.10  -1.01  -0.41   3.85  -1.67
201405   3.35   0.53   1.04   0.40   3.21   3.91   0.73   1.66  -0.49   1.61
201406   0.70   4.23   1.20   4.09   2.91   1.47   1.18   2.77   5.16   1.97
201407  -4.40  -4.79  -4.30  -3.68   0.27   0.15  -2.38  -0.49  -6.65  -2.26
201408   5.45   5.10   4.56   1.87   4.04   0.44   4.94   5.29   4.97   4.26
201409  -0.54  -9.58  -2.50  -8.06  -1.36  -1.82  -1.52  -0.17  -3.68  -1.15
201410   2.55   3.67   2.21  -4.53   1.28   1.09   2.96   5.68   6.51   3.23
201411   4.59   4.64   2.02 -10.32   3.96   2.96   7.31   2.47  -0.11   2.56
201412  -2.73   0.30  -0.32   0.33  -1.32  -1.94   1.44  -0.99   1.58   0.96
201501  -0.72  -4.38  -3.98  -4.39  -3.34  -5.27  -0.37   1.51   1.08  -6.26
201502   4.95   7.95   6.00   4.24   8.05   9.05   5.26   4.12  -4.87   6.68
201503  -2.90  -0.56  -2.16  -2.76  -2.53  -2.38   0.52   0.75  -0.54  -0.89
201504   0.74  -1.11  -0.77   6.95   1.32   3.07  -2.25  -1.47   0.18   0.41
201505   1.44   0.90   0.75  -5.61   1.83   0.74   0.74   4.67  -0.99   1.58
201506  -1.80  -1.68  -2.03  -3.93  -3.57  -0.60  -0.70  -0.02  -5.66  -0.48
201507   4.73  -2.37  -2.26  -9.10   2.35   0.95   4.72   3.59   2.42   1.94
201508  -4.25  -6.24  -5.80  -4.18  -6.08  -8.46  -5.53  -8.52  -4.48  -6.33
201509  -1.13  -3.46  -4.38  -5.93  -1.50  -2.72  -1.91  -7.43  -0.87  -3.23
201510   6.56   6.63   9.14  12.22   9.99   8.38   4.41   7.67   1.86   6.43
201511  -1.17   1.83   0.25   0.55   0.95  -1.97   0.72   0.52  -3.94   1.04
201512   0.41  -4.42  -2.87  -9.80  -2.52  -3.17   0.14   0.24  -2.68  -2.86
201601   0.04 -13.70  -5.77  -4.67  -6.26  -0.82  -4.25  -9.46   4.52  -8.31
201602   0.50   3.91   3.21  -3.56  -1.21   1.14  -0.11  -1.29   1.21  -0.31
201603   4.49  10.50   6.63  10.81   8.31   5.91   5.53   2.77   7.57   6.91
201604   0.24   1.23   2.12   9.08  -4.09   0.17  -0.67   3.50  -0.88   2.25
201605   0.60  -1.26  -0.95  -1.51   4.83   0.24   0.80   2.25   1.78   0.76
201606   4.20  -5.93   0.68   2.59  -1.95   3.08   0.73   0.01   7.04  -2.87
201607  -0.11   8.40   3.91  -2.83   7.75   1.73   3.41   5.91  -0.29   3.44
201608  -0.79   0.16   1.27   0.85   1.64  -3.61  -1.67  -3.42  -4.39   3.17
201609  -2.88  -1.88  -0.35   2.85   2.35   0.49  -0.73   0.23   1.49  -1.37
201610  -0.21  -3.81  -2.82  -2.97  -1.20  -3.32  -4.05  -7.51  -0.70   0.53
201611  -4.07   7.47   5.83   9.00   0.33   6.20   4.26   1.15  -3.32  11.08
201612   3.23   3.52   0.36   2.11   0.81   4.49  -0.54   0.73   3.35   2.79
201701   1.57   2.50   3.29  -4.34   4.65   2.95   0.92   2.12   1.00   0.91
201702   3.66   0.58   3.88  -2.93   4.75  -0.10   2.68   6.85   3.58   3.54
201703   0.39  -0.20   0.00  -1.26   2.13   0.76   0.63  -0.27   0.00  -1.81
201704   0.45   1.50   1.72  -2.85   2.73  -0.57   2.62   1.01   0.27   0.16
201705   2.89  -0.66   1.09  -4.05   4.07  -1.96   1.28  -0.67   2.10  -0.60
201706  -1.36   3.30   1.14  -0.29  -2.15  -2.37  -1.99   5.47  -2.13   4.05
201707  -0.19  -1.30   1.99   1.45   3.73   4.79  -0.01   0.43   2.88   1.37
201708  -1.92  -0.29  -0.11  -5.72   2.85  -2.59  -1.91   1.57   1.74  -0.59
201709  -0.70   5.09   4.12  11.06   0.54  -1.72   2.45   1.39  -2.23   4.19
201710   0.03   1.03   2.68   0.24   6.81  -6.22   2.62  -2.31   3.01   1.96
201711   3.77  -0.73   3.28   2.38   0.86   3.68   7.81   2.14   1.95   3.54
201712   1.74  -1.14   2.17   5.00  -0.26   4.47   2.34  -0.34  -5.25   1.30
201801   1.85   2.21   4.09   2.81   7.53   2.70   9.33   6.30  -2.91   5.83
201802  -6.26  -6.15  -4.16 -11.39  -0.20  -7.33  -4.85  -4.12  -4.95  -3.48
201803  -1.65  -5.81  -2.27   2.90  -3.34  -2.59  -2.69  -2.11   2.87  -2.81
201804  -4.03  -0.33  -3.49  10.10  -0.18  -2.95   3.83  -0.38   2.65   0.37
201805  -0.73   2.78   2.33   2.96   6.74  -0.94   0.65   2.19  -0.25   1.01
201806   4.08   0.59  -1.07   0.49  -0.38   6.05   2.96   1.43   2.32  -1.14
201807   2.74  -1.61   5.03   1.01   2.22   2.05   3.09   5.97   1.63   3.92
201808  -1.21  -0.68  -0.49  -3.34   7.16   2.88   7.82   4.25   0.45   2.27
201809   0.17  -3.86   1.29   3.38  -0.31   1.71   0.55   1.89  -0.84  -1.36
201810  -0.30  -3.42 -10.14 -12.10  -8.83  -1.04  -8.76  -8.92  -0.17  -6.67
201811   0.17   5.08   4.36  -2.94  -1.79   2.47   2.27   6.07   2.81   2.85
201812 -11.65 -11.82  -8.81 -13.24  -8.35  -9.05  -9.15  -8.52  -5.04 -10.75
201901   7.24  10.23   9.60  10.43   9.52   5.20   8.13   4.83   5.26   9.05
201902   1.25   3.74   5.01   1.83   5.39   3.31   0.72   2.89   3.14   2.57
201903   3.16  -5.43  -0.90   1.88   3.67   0.25   3.23   0.51   3.06  -1.41
201904   3.13   3.34   3.90   0.15   5.99   5.78   4.54  -3.15   0.88   6.52
201905  -5.66 -12.20  -9.42 -12.52  -8.69  -3.08  -6.28  -3.69  -1.96  -6.41
201906   4.37  12.59   8.07   8.74   7.82   5.01   7.09   7.16   3.40   6.57
201907   1.70   0.95   0.66  -2.72   3.56   1.21   0.85  -1.92  -1.03   1.46
201908  -1.41  -4.39  -2.15  -9.51  -2.93   0.40  -0.07  -0.67   3.10  -4.58
201909   1.29   3.04   3.92   3.59   1.09   1.27   0.78  -0.65   3.63   1.83
201910  -0.07   6.93  -0.03  -2.12   3.30   1.69   0.63   4.37  -1.49   2.85
201911   1.96   2.66   3.09   0.48   4.95   1.72   2.08   5.09  -2.50   4.77
201912   3.09   4.72   1.27   6.21   3.68   1.12   1.23   3.21   3.64   2.23
202001  -0.45   5.73  -3.19 -12.00   3.19  -2.61   0.82  -1.97   4.82  -1.47
202002  -8.77  -7.46  -8.84 -16.18  -7.19  -5.95  -6.93  -5.79 -10.31  -9.96
202003 -12.05 -22.90 -17.02 -34.74 -10.00 -13.52  -7.83  -5.43 -13.26 -19.09
202004   7.94  25.66  10.85  32.29  15.22   9.04  17.95  12.88   4.84  10.31



